customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,age_group,tenure_density,product_density,churn
15659428,520,Spain,Female,42,6,0.0,2,1,1,34410.55,4,1.5,0.5,0
15732963,722,Spain,Female,29,9,0.0,2,1,1,142033.07,2,4.5,1.0,0
15794171,475,France,Female,45,0,11.807571035891401,1,1,0,27822.99,4,0.0,0.25,1
15788448,490,Spain,Male,31,3,11.886288986699691,1,0,1,114066.77,3,1.0,0.3333333333333333,0
15729599,804,Spain,Male,33,7,11.245694175729264,1,0,1,98453.45,3,2.3333333333333335,0.3333333333333333,0
15717426,850,France,Male,36,7,0.0,1,1,1,40812.9,3,2.3333333333333335,0.3333333333333333,0
15585768,582,Germany,Male,41,6,11.161244885546976,2,0,1,178074.04,4,1.5,0.5,0
15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22,4,1.0,0.25,0
15738148,465,France,Female,51,8,11.716056658196294,1,0,0,181297.65,5,1.6,0.2,1
15687946,556,France,Female,61,2,11.673515510366588,1,1,1,94153.83,6,0.3333333333333333,0.16666666666666666,0
15755196,834,France,Female,49,2,11.785967594507415,1,0,0,194365.76,4,0.5,0.25,1
15684171,660,Spain,Female,61,5,11.957175999200327,1,1,1,158338.39,6,0.8333333333333334,0.16666666666666666,0
15754849,776,Germany,Female,32,4,11.602968433705083,2,1,1,126517.46,3,1.3333333333333333,0.6666666666666666,0
15602280,829,Germany,Female,27,9,11.626670759911956,1,1,1,119708.21,2,4.5,0.5,1
15771573,637,Germany,Female,39,9,11.833883693578674,1,1,1,117622.8,3,3.0,0.3333333333333333,1
15766205,550,Germany,Male,38,2,11.546286543950185,1,0,1,90878.13,3,0.6666666666666666,0.3333333333333333,0
15771873,776,Germany,Female,37,2,11.549934310670317,2,1,0,194099.12,3,0.6666666666666666,0.6666666666666666,0
15616550,698,Germany,Male,44,10,11.664481667765054,2,1,0,198059.16,4,2.5,0.5,0
15768193,585,Germany,Male,36,5,11.891717796256243,2,0,0,86424.57,3,1.6666666666666667,0.6666666666666666,0
15683553,788,France,Female,33,5,0.0,2,0,0,116978.19,3,1.6666666666666667,0.6666666666666666,0
15702298,655,Germany,Male,41,8,11.740562664706083,1,0,0,164040.94,4,2.0,0.25,1
15569590,601,Germany,Male,42,1,11.497778527113354,1,1,0,40014.76,4,0.25,0.25,1
15760861,619,France,Male,43,1,11.737770927212088,1,1,1,113410.49,4,0.25,0.25,0
15630053,656,France,Male,45,5,11.758733427122003,1,1,0,87107.57,4,1.25,0.25,0
15647091,725,Germany,Male,19,0,11.237029660769066,1,0,0,45613.75,1,0.0,1.0,0
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,6,0.6666666666666666,0.16666666666666666,1
15804771,614,France,Male,51,4,10.613661943857002,1,1,1,46775.28,5,0.8,0.2,0
15651280,742,Germany,Male,35,5,11.826699170926089,1,0,0,84509.57,3,1.6666666666666667,0.3333333333333333,0
15773469,687,Germany,Female,27,9,11.933803711367029,2,0,0,126494.82,2,4.5,1.0,0
15702014,555,Spain,Male,33,1,10.934635978758394,2,0,0,178798.13,3,0.3333333333333333,0.6666666666666666,0
15751208,684,Spain,Male,56,8,11.273502113909878,1,1,1,99398.36,5,1.6,0.2,0
15592461,603,Germany,Male,26,4,11.600637488116671,1,1,1,92840.67,2,2.0,0.5,0
15789484,751,Germany,Female,36,6,12.042567700667217,2,1,1,27758.36,3,2.0,0.6666666666666666,0
15696061,581,Germany,Female,34,1,11.529133797383441,1,1,0,110431.51,3,0.3333333333333333,0.3333333333333333,0
15641582,735,Germany,Male,43,10,11.721410178590435,2,1,1,196673.28,4,2.5,0.5,0
15638424,661,Germany,Female,35,5,11.923222414243224,2,0,1,113656.85,3,1.6666666666666667,0.6666666666666666,0
15755648,675,France,Female,21,8,11.496534463455072,1,1,0,18203.0,2,4.0,0.5,0
15703793,738,Germany,Male,58,2,11.803701047581589,4,1,0,28373.86,5,0.4,0.8,1
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,2,3.0,0.5,0
15812518,657,Spain,Female,37,0,12.005229701900825,1,0,1,44203.55,3,0.0,0.3333333333333333,0
15779052,604,Germany,Female,25,5,11.968968598388662,2,1,1,58426.81,2,2.5,1.0,0
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,3,3.0,0.6666666666666666,0
15780961,735,France,Female,21,1,12.093571082063571,2,1,0,22388.0,2,0.5,1.0,0
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,5,1.6,0.4,0
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,3,3.0,0.3333333333333333,0
15575185,757,Spain,Male,33,5,11.254856821099661,1,0,1,194239.63,3,1.6666666666666667,0.3333333333333333,0
15803136,416,Germany,Female,41,10,11.713337890719993,2,1,0,98301.61,4,2.5,0.5,0
15706021,665,France,Female,34,1,11.47881568471993,2,0,0,171413.66,3,0.3333333333333333,0.6666666666666666,0
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,3,0.6666666666666666,0.3333333333333333,1
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,3,1.0,0.6666666666666666,0
15701164,506,France,Female,34,4,11.410988194428281,1,1,1,159235.29,3,1.3333333333333333,0.3333333333333333,0
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,4,1.0,0.5,0
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,7,1.4285714285714286,0.2857142857142857,0
15762418,750,Spain,Male,22,3,11.709173102207032,1,1,0,128643.35,2,1.5,0.5,1
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,3,3.0,0.6666666666666666,0
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,4,1.0,0.75,1
15767954,635,Germany,Female,28,3,11.30988682369154,2,1,1,156791.36,2,1.5,1.0,0
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,4,1.25,0.75,1
15731511,808,France,Male,45,7,11.683744031993093,2,1,0,147132.46,4,1.75,0.5,0
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,3,3.3333333333333335,0.6666666666666666,0
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,2,4.0,1.0,0
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,4,1.0,0.5,0
15699461,515,Spain,Male,35,10,12.079800270939492,1,0,1,121277.78,3,3.3333333333333335,0.3333333333333333,0
15738721,773,Spain,Male,41,9,11.540817247438122,1,0,1,64595.25,4,2.25,0.25,0
15693683,814,Germany,Male,29,8,11.48336688272866,2,1,1,197276.13,2,4.0,1.0,0
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,2,4.0,1.0,0
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,3,3.0,0.6666666666666666,0
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,4,1.5,0.25,0
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,4,1.5,0.5,0
15580146,738,France,Male,31,9,11.322674352181581,1,1,0,41970.72,3,3.0,0.3333333333333333,0
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,3,2.3333333333333335,0.6666666666666666,0
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,6,0.16666666666666666,0.16666666666666666,1
15613854,622,Spain,Female,46,4,11.581277984809152,2,1,1,30984.59,4,1.0,0.5,1
15599195,582,Germany,Male,32,1,11.395712991512273,1,1,1,10054.53,3,0.3333333333333333,0.3333333333333333,0
15812878,785,Germany,Female,36,2,11.51100211652086,1,0,1,36976.52,3,0.6666666666666666,0.3333333333333333,0
15602312,605,Spain,Male,33,5,11.91901571097231,1,0,0,71862.79,3,1.6666666666666667,0.3333333333333333,0
15744689,479,Germany,Male,35,9,11.438577817942932,1,1,0,99449.86,3,3.0,0.3333333333333333,1
15803526,685,Germany,Male,30,3,11.413522832493301,1,0,1,63082.88,3,1.0,0.3333333333333333,0
15665790,538,Germany,Male,39,7,11.590405815686237,2,1,0,27231.26,3,2.3333333333333335,0.6666666666666666,0
15715951,562,France,Male,42,2,11.515316105111575,1,0,0,86797.41,4,0.5,0.25,0
15591100,675,Spain,Male,36,9,11.572999817769375,1,0,1,22994.32,3,3.0,0.3333333333333333,0
15609618,721,Germany,Male,28,9,11.947797519130175,2,0,1,101300.94,2,4.5,1.0,1
15675522,628,Germany,Female,30,9,11.793222510112283,2,1,1,74169.13,3,3.0,0.6666666666666666,0
15705512,668,Germany,Female,37,6,12.030917746784583,1,1,0,115638.29,3,2.0,0.3333333333333333,0
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,4,0.25,0.5,0
15661670,524,Germany,Female,31,8,11.588215017354436,1,1,0,199725.39,3,2.6666666666666665,0.3333333333333333,1
15600781,699,Germany,Male,34,4,12.12905557682453,2,1,0,120834.48,3,1.3333333333333333,0.6666666666666666,0
15682472,828,France,Male,34,8,11.770929004513034,2,0,0,38131.77,3,2.6666666666666665,0.6666666666666666,0
15580203,674,Spain,Male,39,6,11.696865877376728,1,0,0,100130.95,3,2.0,0.3333333333333333,0
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,3,2.0,0.6666666666666666,0
15760085,684,Germany,Female,48,10,11.747091405940525,1,1,1,198129.36,4,2.5,0.25,0
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,2,1.5,0.5,0
15627360,432,France,Male,42,9,11.93560455861308,1,1,0,110265.24,4,2.25,0.25,1
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,5,0.2,0.2,1
15782688,625,Germany,Male,56,0,11.908395723900965,1,1,0,46824.08,5,0.0,0.2,1
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,4,1.75,0.5,0
15591607,770,France,Male,24,9,11.531041081828874,1,1,0,167256.35,2,4.5,0.5,0
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,3,1.0,0.6666666666666666,0
15718369,795,Germany,Female,33,9,11.781909539298317,1,1,1,114935.21,3,3.0,0.3333333333333333,0
15677871,687,France,Male,38,9,11.716452830806903,1,1,1,35608.88,3,3.0,0.3333333333333333,0
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,2,0.5,1.0,0
15712543,789,Germany,Male,39,7,11.734703764752538,2,1,1,124411.08,3,2.3333333333333335,0.6666666666666666,0
15584518,589,Germany,Female,50,5,11.883771867757774,2,1,1,34941.23,5,1.0,0.4,0
15802381,461,Germany,Female,34,5,11.061389140501708,1,0,1,167784.28,3,1.6666666666666667,0.3333333333333333,0
15610156,637,France,Male,40,2,11.80158780680095,1,0,1,93165.34,4,0.5,0.25,0
15594408,584,Spain,Female,48,2,12.269738285818077,1,1,0,75161.25,4,0.5,0.25,1
15640905,579,Spain,Female,35,1,11.771369439749257,2,0,1,8590.83,3,0.3333333333333333,0.6666666666666666,1
15698932,756,Germany,Male,44,10,11.831037974242847,1,1,0,189543.9,4,2.5,0.25,0
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,3,2.3333333333333335,0.6666666666666666,0
15628145,682,France,Female,43,5,11.742869281976994,1,1,1,193318.33,4,1.25,0.25,0
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,5,0.4,0.2,1
15612350,691,France,Female,31,5,10.619289905660763,1,1,0,126213.84,3,1.6666666666666667,0.3333333333333333,1
15800703,485,Spain,Female,21,5,11.636542295351878,1,1,1,54141.5,2,2.5,0.5,0
15705707,635,Spain,Female,29,8,11.837165622386456,2,1,0,141075.51,2,4.0,1.0,0
15754105,650,France,Male,37,5,11.580286686039328,1,0,0,24495.03,3,1.6666666666666667,0.3333333333333333,0
15703264,735,France,Male,44,9,11.700919486207555,1,1,0,74836.34,4,2.25,0.25,0
15794413,416,France,Male,32,0,0.0,2,0,1,878.87,3,0.0,0.6666666666666666,0
15650237,754,Spain,Female,32,7,0.0,2,1,0,89520.75,3,2.3333333333333335,0.6666666666666666,0
15759618,535,France,Female,48,9,0.0,1,1,0,149892.79,4,2.25,0.25,1
15811589,716,Spain,Male,42,8,0.0,2,1,0,180800.42,4,2.0,0.5,0
15689044,539,France,Male,37,2,11.756738640179446,1,1,0,98646.22,3,0.6666666666666666,0.3333333333333333,0
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,4,1.5,0.5,0
15679145,706,Spain,Male,57,7,0.0,1,1,0,17941.16,5,1.4,0.2,1
15655007,758,France,Female,33,7,0.0,2,0,0,82996.47,3,2.3333333333333335,0.6666666666666666,0
15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35,2,1.0,1.0,0
15589975,646,France,Female,73,6,11.48514565438425,1,0,1,104719.66,7,0.8571428571428571,0.14285714285714285,0
15804017,631,Germany,Female,33,4,11.721951430473206,1,0,0,112687.57,3,1.3333333333333333,0.3333333333333333,0
15692132,717,Spain,Female,22,6,11.523482047659174,1,0,1,84699.56,2,3.0,0.5,0
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,3,0.6666666666666666,0.6666666666666666,0
15630910,800,France,Female,49,7,11.589963910517966,1,0,0,47125.11,4,1.75,0.25,0
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,3,0.6666666666666666,0.6666666666666666,0
15658929,683,Spain,Male,29,0,11.803382857655565,1,1,0,55582.54,2,0.0,0.5,1
15585388,660,Germany,Male,31,9,11.737593853129605,2,1,1,139874.43,3,3.0,0.6666666666666666,0
15724623,704,Germany,Female,24,7,11.635454730547846,1,1,0,162503.48,2,3.5,0.5,1
15588537,615,Spain,Female,41,9,11.599233703149027,1,1,0,196499.96,4,2.25,0.25,0
15574692,667,Spain,Female,39,2,0.0,2,1,0,40721.24,3,0.6666666666666666,0.6666666666666666,1
15611325,682,Germany,Male,24,9,10.96700464638546,2,0,0,53134.3,2,4.5,1.0,0
15587562,484,France,Female,29,4,11.77617695112475,1,1,0,164017.89,2,2.0,0.5,0
15613172,628,Germany,Male,27,5,11.470304874779405,2,1,0,155996.96,2,2.5,1.0,0
15651022,480,Germany,Male,44,10,11.772281902766673,1,1,0,5472.7,4,2.5,0.25,1
15586310,578,France,Male,30,4,12.040390423977808,1,1,0,112187.11,3,1.3333333333333333,0.3333333333333333,0
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,4,1.25,0.5,0
15755209,484,Spain,Female,35,7,11.804618557515052,1,1,1,27286.1,3,2.3333333333333335,0.3333333333333333,0
15645248,510,France,Female,30,0,0.0,2,1,1,130553.47,3,0.0,0.6666666666666666,0
15790355,606,Germany,Male,36,5,12.15730500110717,2,0,0,179351.89,3,1.6666666666666667,0.6666666666666666,0
15762615,597,Spain,Female,40,8,11.532670443545928,1,0,1,94774.12,4,2.0,0.25,0
15625426,754,Germany,Female,55,3,11.992940128672176,1,1,0,8080.85,5,0.6,0.2,1
15716334,850,Spain,Female,45,2,11.714332153159638,1,1,1,19482.5,4,0.5,0.25,0
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,6,0.3333333333333333,0.3333333333333333,0
15621075,778,Germany,Female,45,1,11.996285869020586,2,1,0,174531.27,4,0.25,0.5,0
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,4,0.5,0.5,0
15719377,804,France,Female,50,4,0.0,1,1,1,8546.87,5,0.8,0.2,1
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,3,2.6666666666666665,0.6666666666666666,0
15771977,730,France,Female,39,1,11.502993000957447,1,1,0,194945.8,3,0.3333333333333333,0.3333333333333333,0
15708710,525,Spain,Female,37,0,0.0,1,0,1,131521.72,3,0.0,0.3333333333333333,0
15726676,616,Spain,Male,30,5,0.0,2,0,1,196108.51,3,1.6666666666666667,0.6666666666666666,0
15587421,687,Germany,Female,34,7,11.62078547428956,2,1,0,148564.76,3,2.3333333333333335,0.6666666666666666,0
15726931,715,France,Female,41,8,10.93695402458898,2,0,0,92982.61,4,2.0,0.5,1
15771086,512,France,Female,36,3,11.342478366905576,2,1,0,17675.36,3,1.0,0.6666666666666666,0
15756850,479,France,Male,40,1,0.0,2,0,0,114996.43,4,0.25,0.5,0
15702741,601,France,Male,32,8,11.44050411582178,1,1,0,86957.42,3,2.6666666666666665,0.3333333333333333,0
15679200,580,Spain,Male,29,9,11.030224605996674,2,1,0,128077.8,2,4.5,1.0,0
15594815,807,France,Male,35,3,12.071347111631248,1,1,1,600.36,3,1.0,0.3333333333333333,0
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,3,2.0,0.6666666666666666,0
15777892,721,Germany,Male,37,3,11.587305771466157,1,1,1,158591.12,3,1.0,0.3333333333333333,0
15656176,501,France,Male,57,10,0.0,2,1,1,47847.19,5,2.0,0.4,0
15811127,521,France,Male,35,6,11.476519123754336,1,1,0,10488.44,3,2.0,0.3333333333333333,0
15604482,850,Spain,Male,30,2,11.856805978135164,1,1,1,5978.2,3,0.6666666666666666,0.3333333333333333,0
15622911,759,France,Male,42,4,11.565718843668503,1,0,1,121409.06,4,1.0,0.25,0
15600974,516,Spain,Male,50,5,0.0,1,0,1,146145.93,5,1.0,0.2,1
15727868,711,France,Female,38,2,11.767746427058123,2,1,1,14374.86,3,0.6666666666666666,0.6666666666666666,1
15627801,512,Spain,Male,33,3,12.082025393072051,1,1,0,94670.77,3,1.0,0.3333333333333333,0
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,3,1.0,0.3333333333333333,0
15755262,608,Spain,Female,41,3,11.404948640871435,1,0,0,199304.74,4,0.75,0.25,1
15679531,618,France,Male,34,5,11.812700595746621,1,1,1,151954.39,3,1.6666666666666667,0.3333333333333333,0
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,4,1.25,0.25,1
15612087,671,France,Male,45,2,11.574752657526176,1,0,1,158264.62,4,0.5,0.25,0
15752047,689,Germany,Male,33,2,11.99421294148136,2,1,0,169381.9,3,0.6666666666666666,0.6666666666666666,0
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,3,2.6666666666666665,0.6666666666666666,0
15573152,620,France,Female,41,9,0.0,2,0,0,88852.47,4,2.25,0.5,0
15594917,676,France,Female,34,1,11.052412813566466,1,1,1,40645.81,3,0.3333333333333333,0.3333333333333333,0
15785542,572,Germany,Male,26,4,11.680877692336306,2,0,0,60427.3,2,2.0,1.0,0
15723488,668,Germany,Male,47,7,11.579230019502413,1,0,1,157959.02,4,1.75,0.25,1
15680920,695,France,Male,46,7,10.81000164847128,1,1,0,133007.34,4,1.75,0.25,0
15786308,730,Spain,Female,33,9,0.0,2,0,0,176576.62,3,3.0,0.6666666666666666,0
15659366,807,France,Male,43,1,11.569308822976431,2,1,0,34888.04,4,0.25,0.5,1
15774854,592,France,Male,54,8,0.0,1,1,1,28737.71,5,1.6,0.2,1
15725311,726,France,Female,31,9,11.650276241951442,2,1,1,98178.57,3,3.0,0.6666666666666666,0
15787155,514,Spain,Male,30,7,0.0,1,0,1,125010.24,3,2.3333333333333335,0.3333333333333333,0
15727829,567,France,Male,42,2,0.0,2,1,1,167984.61,4,0.5,0.5,0
15733247,850,France,Male,33,10,0.0,1,1,0,4861.72,3,3.3333333333333335,0.3333333333333333,1
15568748,671,Germany,Male,45,6,11.508568185802146,1,1,1,108872.45,4,1.5,0.25,1
15699029,670,France,Male,37,4,12.04683602922625,2,1,0,198252.88,3,1.3333333333333333,0.6666666666666666,0
15774393,694,France,Female,30,9,0.0,2,1,1,26960.31,3,3.0,0.6666666666666666,0
15676895,547,Germany,Female,39,6,11.21985758170872,3,1,1,85746.52,3,2.0,1.0,1
15637753,751,Germany,Male,50,2,11.481325297559872,1,1,0,77206.25,5,0.4,0.2,1
15605461,594,Germany,Female,29,3,11.78166337453979,1,1,0,61048.53,2,1.5,0.5,0
15808473,673,France,Male,72,1,0.0,2,0,1,111981.19,7,0.14285714285714285,0.2857142857142857,0
15627000,610,France,Male,40,0,0.0,2,1,0,62232.6,4,0.0,0.5,0
15787174,512,France,Female,37,1,0.0,2,0,1,156105.03,3,0.3333333333333333,0.6666666666666666,0
15723886,767,Germany,Male,20,3,11.692871285269067,2,0,1,150135.38,2,1.5,1.0,0
15704769,585,France,Female,67,5,11.643778010184885,2,0,1,93146.11,6,0.8333333333333334,0.3333333333333333,0
15772896,763,Germany,Male,42,6,11.514541658226019,1,1,0,33462.94,4,1.5,0.25,1
15711540,712,France,Female,29,2,0.0,1,1,1,144375.0,2,1.0,0.5,0
15764866,539,Germany,Female,43,3,11.663253132102339,3,1,0,55803.96,4,0.75,0.75,1
15794056,668,France,Female,46,2,0.0,3,1,0,89048.46,4,0.5,0.75,1
15795149,703,France,Male,28,2,11.304360502728017,2,0,1,162812.16,2,1.0,1.0,0
15812009,662,Spain,Male,38,4,0.0,2,1,0,136259.65,3,1.3333333333333333,0.6666666666666666,0
15651001,725,Germany,Female,39,5,11.668259444422262,1,1,0,124052.97,3,1.6666666666666667,0.3333333333333333,0
15813844,703,France,Male,37,8,11.570842235629385,2,0,1,74158.8,3,2.6666666666666665,0.6666666666666666,0
15596175,659,Germany,Male,67,6,11.67344950600048,1,1,1,45071.09,6,1.0,0.16666666666666666,1
15576269,523,Spain,Male,34,7,0.0,2,1,0,62030.06,3,2.3333333333333335,0.6666666666666666,0
15797219,635,France,Female,40,10,11.723984937008359,1,1,0,131953.23,4,2.5,0.25,1
15685500,772,Germany,Male,26,7,11.93427383032208,2,1,0,79414.0,2,3.5,1.0,0
15599792,545,France,Female,26,1,0.0,2,1,1,199638.56,2,0.5,1.0,0
15657566,634,Germany,Male,24,8,11.543443515723638,1,1,1,157577.29,2,4.0,0.5,0
15772423,739,Germany,Male,54,8,11.747358173282063,1,1,0,134420.75,5,1.6,0.2,1
15628112,771,Germany,Female,36,5,11.262512201946484,1,0,0,99805.99,3,1.6666666666666667,0.3333333333333333,0
15753754,587,Spain,Female,34,1,0.0,2,1,1,97932.68,3,0.3333333333333333,0.6666666666666666,0
15793726,681,France,Female,79,0,0.0,2,0,1,170968.99,7,0.0,0.2857142857142857,0
15694717,544,Germany,Male,37,2,11.286437703011861,1,1,1,57558.95,3,0.6666666666666666,0.3333333333333333,0
15665834,696,Spain,Male,28,8,0.0,1,0,0,176713.47,2,4.0,0.5,0
15765297,766,Spain,Male,41,0,0.0,2,0,1,34283.23,4,0.0,0.5,0
15636684,727,France,Male,34,10,0.0,2,1,1,198637.34,3,3.3333333333333335,0.6666666666666666,0
15592979,671,Germany,Female,34,6,10.52588147374953,2,0,0,156917.12,3,2.0,0.6666666666666666,0
15750803,693,France,Female,30,6,11.759732807136249,1,1,1,50457.2,3,2.0,0.3333333333333333,0
15607178,850,Germany,Male,38,3,10.913305238849276,1,1,1,140075.55,3,1.0,0.3333333333333333,0
15713853,732,Germany,Male,42,9,11.596798489145032,2,1,1,65323.11,4,2.25,0.5,0
15673481,726,Spain,Female,48,6,11.51199693401876,1,1,0,64323.24,4,1.5,0.25,0
15686776,557,France,Female,32,6,12.126419999272791,2,1,0,14956.44,3,2.0,0.6666666666666666,0
15673693,682,France,Female,26,0,11.614172712728442,1,0,1,111879.21,2,0.0,0.5,0
15700696,738,Spain,Male,31,9,11.27746638793337,1,1,1,18606.23,3,3.0,0.3333333333333333,0
15813163,531,Spain,Female,36,9,11.505311653328835,1,1,0,123137.01,3,3.0,0.3333333333333333,0
15653857,498,France,Male,34,2,0.0,2,1,1,148528.24,3,0.6666666666666666,0.6666666666666666,0
15777076,651,France,Male,36,7,0.0,2,1,0,13898.31,3,2.3333333333333335,0.6666666666666666,0
15717398,549,Spain,Female,39,7,0.0,1,0,0,81259.25,3,2.3333333333333335,0.3333333333333333,1
15799217,791,Germany,Female,35,7,10.867371542096652,1,1,0,161051.75,3,2.3333333333333335,0.3333333333333333,0
15787071,650,Spain,Male,41,9,0.0,2,0,1,191599.67,4,2.25,0.5,0
15619955,733,Germany,Male,34,3,11.516309333224713,3,1,0,48559.19,3,1.0,1.0,1
15796505,811,Germany,Female,34,1,11.913700860212,2,1,1,186339.74,3,0.3333333333333333,0.6666666666666666,0
15725166,707,France,Male,30,8,0.0,2,1,0,33159.37,3,2.6666666666666665,0.6666666666666666,0
15800116,712,Germany,Male,28,4,11.888662644535803,1,0,1,93883.53,2,2.0,0.5,0
15758685,706,Spain,Female,37,7,0.0,2,1,1,110899.3,3,2.3333333333333335,0.6666666666666666,0
15694456,756,France,Male,62,3,0.0,1,1,1,11199.04,6,0.5,0.16666666666666666,1
15767339,777,France,Female,53,10,0.0,2,1,0,189992.97,5,2.0,0.4,0
15683562,646,France,Male,35,6,11.338903689502887,1,0,1,164255.69,3,2.0,0.3333333333333333,0
15782210,714,France,Male,46,1,0.0,1,1,0,152167.79,4,0.25,0.25,1
